,label,portion_info,energy,protein,total_fat,carbs,fibre,sodium,portion_size,region
293D24,"Quinine, flowers, raw",Per 100 g,81.0,4.2,0.5,14.7,0.0,0.0,100,TH
294D25,"Sesbania (Karturai / Cork wood), flowers, raw",Per 100 g,25.0,1.7,0.2,1.0,5.9,42.0,100,TH
295D26,"Sesbania (Cork Wood), young leaves, raw",Per 100 g,84.0,7.9,1.8,5.1,7.9,0.0,100,TH
296D265,"Sesbania (Cork Wood), young leaves, boiled",Per 100 g,32.0,3.8,0.7,0.4,4.2,0.0,100,TH
297D27,"Carrot, raw",Per 100 g,30.0,1.6,0.2,3.8,3.4,80.0,100,TH
298D314,"Cha-khram, seablite, leaves, blanched",Per 100 g,13.0,1.5,0.1,0.3,2.1,1.6,100,TH
299D313,"Cha-khram, seablite, leaves, raw",Per 100 g,24.0,1.8,0.1,2.5,2.4,2.5,100,TH
29A128,"Rice noodles,stir fried with pad-thai sauce (Guay-teaw pad-thai )",Per 100 g,270.0,4.4,0.4,61.4,1.4,992.0,100,TH
2A9,"Rice, brown, different varieties, raw",Per 100 g,352.0,7.4,2.7,72.5,3.9,11.0,100,TH
300D28,"Wild betel, leaves, raw",Per 100 g,45.0,4.2,0.6,2.0,7.1,139.0,100,TH
301D29,"Acacia pennata (Climbing wattle), raw",Per 100 g,59.0,10.5,0.5,0.9,4.2,42.0,100,TH
302D267,"Moonflower, raw",Per 100 g,27.0,1.4,0.3,2.8,3.8,0.0,100,TH
303D268,"Moonflower, boiled",Per 100 g,42.0,2.9,0.6,4.5,3.1,0.0,100,TH
304D30,Spring onion / Welsh onion,Per 100 g,24.0,1.6,0.2,2.7,2.4,4.0,100,TH
305D31,"Spring onion, flower, raw",Per 100 g,25.0,1.2,0.1,4.7,0.0,1.0,100,TH
306D269,"Japanese spring onions Japanese bunching onion (Nengi), raw",Per 100 g,18.0,1.6,0.0,1.9,1.9,6.0,100,TH
307D317,"Bilimbi, fruits (taling pling)",Per 100 g,11.0,0.3,0.0,2.5,0.0,0.0,100,TH
308D33,"Garland-chrysanthemum, leaves, raw",Per 100 g,20.0,2.1,0.3,2.2,0.0,0.0,100,TH
309D34,"Cucumber, raw",Per 100 g,19.0,0.7,0.1,3.3,1.0,8.0,100,TH
30A3,"Noodles, rice, narrow-sized strip, fresh",Per 100 g,234.0,4.0,0.9,51.9,0.5,95.0,100,TH
310D35,"Muskmelon, young (Native melon, young), raw",Per 100 g,13.0,0.8,0.1,2.7,0.0,0.0,100,TH
311D36,"Watermelon, young, raw",Per 100 g,12.0,0.4,0.1,2.4,0.0,0.0,100,TH
312D37,"Cucumber, large, raw",Per 100 g,12.0,0.4,0.0,2.1,0.7,8.0,100,TH
313D38,"Snap beans/garden beans/bush beans, pods, raw",Per 100 g,24.0,1.7,0.0,2.5,3.2,6.0,100,TH
314D39,"Mung bean sprout, raw",Per 100 g,31.0,3.4,0.1,3.1,1.9,12.0,100,TH
315D42,"Soybean sprout, raw",Per 100 g,75.0,9.1,3.4,0.0,3.8,0.0,100,TH
316D43,"Thua-pi (Thai), raw",Per 100 g,39.0,2.0,0.3,7.1,0.0,0.0,100,TH
317D44,"Yardlong bean, raw",Per 100 g,30.0,2.5,0.2,2.4,3.8,20.0,100,TH
318D45,"Cowpea, pods, raw",Per 100 g,33.0,2.8,0.1,1.9,6.0,23.0,100,TH
319D46,"Winged beans, pods, raw",Per 100 g,18.0,1.9,0.0,0.4,3.9,3.0,100,TH
31A5,"Noodles, rice, dried, narrow-sized strip Chanthaburi noodles (Sen-Jan)",Per 100 g,349.0,5.4,0.3,81.1,0.0,0.0,100,TH
320D47,"Garden peas, pods, raw",Per 100 g,38.0,3.0,0.1,4.0,4.2,3.0,100,TH
321D318,"Treebine, fruits",Per 100 g,27.0,0.4,0.4,5.5,0.0,0.0,100,TH
322D48,"Coral, leaves, raw",Per 100 g,66.0,5.4,0.8,9.3,0.0,0.0,100,TH
323D49,"Gourd, bottle",Per 100 g,15.0,0.4,0.0,2.4,1.5,5.0,100,TH
324D320,Niang nok,Per 100 g,153.0,8.6,0.7,28.0,0.0,0.0,100,TH
325D319,Niang/Cha niang/ Djenkol bean fruit,Per 100 g,162.0,8.8,0.4,31.0,0.0,0.0,100,TH
326D50,"Broccoli, raw",Per 100 g,30.0,2.7,0.1,3.4,2.3,26.0,100,TH
327D52,"Gourd/loofah, sponge, young leaves (tips), raw",Per 100 g,43.0,4.5,0.4,5.1,0.0,0.0,100,TH
328D53,"Gourd/loofah, sponge, smooth",Per 100 g,24.0,0.8,0.1,4.4,1.2,0.0,100,TH
329D54,"Gourd, snake, raw",Per 100 g,18.0,0.8,0.0,2.5,2.1,0.0,100,TH
32A46,"Noodles, rice, dried, narrow-sized strip",Per 100 g,359.0,5.6,0.5,82.5,0.9,25.0,100,TH
330D55,"Gourd, snake, boiled",Per 100 g,18.0,0.9,0.1,3.3,0.0,8.0,100,TH
331D58,"Gourd, sponge",Per 100 g,26.0,1.0,0.1,5.0,0.0,7.0,100,TH
332D59,"Gourd / loofah, angled, raw",Per 100 g,21.0,0.8,0.0,3.6,1.2,4.0,100,TH
333D60,"Indian pennywort, leaves, raw",Per 100 g,33.0,1.5,0.4,4.1,3.1,83.0,100,TH
334D321,"Stanley,s watertub, tips",Per 100 g,21.0,0.2,0.2,4.7,0.0,0.0,100,TH
335D270,"Chinese violet, leaves, raw",Per 100 g,27.0,2.9,0.1,1.2,4.2,145.0,100,TH
336D322,"Fenel, leaves",Per 100 g,44.0,3.6,1.0,2.2,5.9,0.0,100,TH
337D61,"Spinach, raw",Per 100 g,19.0,2.3,0.5,0.0,2.4,114.0,100,TH
338D62,"Spinach, frozen, raw",Per 100 g,32.0,3.5,0.3,1.9,3.0,36.0,100,TH
339D63,"Water mimosa, raw",Per 100 g,37.0,4.1,0.4,1.6,4.8,13.0,100,TH
33A47,"Noodles, rice, dried, narrow-sized strip, with seasoning",Per 100 g,362.0,6.3,6.0,69.5,1.9,2.3,100,TH
340D64,"Kradone, raw",Per 100 g,57.0,3.1,0.3,6.3,7.9,45.0,100,TH
341D66,"Cabbage, Chinese /(Flowering white cabbage), flowers, raw",Per 100 g,18.0,1.6,0.2,1.3,2.1,0.0,100,TH
342D65,"Cabbage, Chinese (Flowering white cabbage), raw",Per 100 g,18.0,1.7,0.1,1.2,2.3,96.0,100,TH
343D67,"Cabbage, Chinese (Flowering white cabbage), boilded",Per 100 g,15.0,1.8,0.2,0.2,2.4,0.0,100,TH
344D68,"Cabbage, Chinese (Pai-tsai), Taiwanese variety, raw",Per 100 g,16.0,1.3,0.3,1.5,0.9,35.0,100,TH
345D272,"Lettuce (iceberg), raw",Per 100 g,0.0,0.0,0.0,0.0,0.5,18.0,100,TH
346D69,"Cabbage, Chinese, white, raw",Per 100 g,12.0,1.7,0.1,0.0,2.1,29.0,100,TH
347D323,"Cabbage, Chinese, white, cooked",Per 100 g,11.0,0.7,0.0,0.8,1.1,0.0,100,TH
348D70,"Cabbage, Chinese, green, raw",Per 100 g,10.0,1.3,0.2,0.0,1.6,22.0,100,TH
349D71,"Cabbage, Chinese, white, raw",Per 100 g,12.0,1.0,0.0,0.9,1.6,6.0,100,TH
34A4,"Noodles, rice, big-sized strip, fresh",Per 100 g,155.0,2.8,1.7,31.6,0.7,79.0,100,TH
350D72,"Cabbage, Pe-tsai, raw",Per 100 g,15.0,1.6,0.1,1.9,0.0,0.0,100,TH
351D73,"Mustard, Chinese, leaves, raw",Per 100 g,24.0,2.1,0.3,3.0,0.0,0.0,100,TH
352D77,"Lettuce, raw",Per 100 g,13.0,1.4,0.1,0.8,1.4,24.0,100,TH
353D274,"Paco (Oak fern), raw",Per 100 g,24.0,3.4,0.2,0.0,4.3,10.0,100,TH
354D225,"Finger grass, raw",Per 100 g,27.0,1.3,0.4,2.2,4.4,0.0,100,TH
355D79,"Amaranth, spineless, raw",Per 100 g,27.0,3.6,0.5,0.0,3.8,39.0,100,TH
356D324,"Amaranth, Queen, raw",Per 100 g,17.0,2.2,0.3,0.0,2.6,8.0,100,TH
357D80,"Amaranth, raw",Per 100 g,23.0,3.1,0.3,0.0,3.7,31.0,100,TH
358D198,"Para cress, raw",Per 100 g,82.0,4.9,1.4,10.1,4.5,108.0,100,TH
359D84,"Kale, Chinese, leaves and stem, raw",Per 100 g,21.0,2.3,0.3,0.8,2.8,86.0,100,TH
35A7,"Wonton, instant, with seasoning, various flavours",Per 100 g,403.0,10.0,15.5,55.4,0.4,3.8,100,TH
360D82,"Kale, Chinese, boiled",Per 100 g,24.0,2.4,0.2,3.1,0.0,0.0,100,TH
361D85,"Kale, Chinese, young leaves, raw",Per 100 g,31.0,2.6,0.3,4.5,0.0,0.0,100,TH
362D325,"Kale, HongKong variety, young leaves, raw",Per 100 g,27.0,2.2,0.5,2.4,2.2,90.0,100,TH
363D86,"Celery, raw",Per 100 g,21.0,1.5,0.1,1.9,2.6,125.0,100,TH
364D326,Pak-chuang,Per 100 g,115.0,4.2,0.4,11.5,24.3,0.0,100,TH
365D327,Pak-chik-nom,Per 100 g,0.0,2.5,0.0,0.0,0.0,0.0,100,TH
366D87,Coriander,Per 100 g,30.0,2.3,0.2,3.0,3.0,40.0,100,TH
367D88,"Culantro, raw",Per 100 g,41.0,2.5,0.3,6.9,0.0,70.0,100,TH
368D199,"Water dropwort, raw",Per 100 g,32.0,1.7,0.3,3.7,3.6,6.0,100,TH
369D89,"Dill, raw",Per 100 g,29.0,3.2,0.5,0.6,4.0,67.0,100,TH
36A8,"Noodles, rice, fermented (kanom-jeen)",Per 100 g,103.0,1.4,0.3,23.4,0.3,47.0,100,TH
370D90,"Pak-dow-som-dow-khom, raw",Per 100 g,30.0,2.7,0.4,3.7,0.0,73.0,100,TH
371D91,"Ivygourd, raw",Per 100 g,25.0,3.2,0.1,1.3,2.4,17.0,100,TH
372D92,"Pak-tew, raw",Per 100 g,82.0,2.2,1.3,15.1,0.0,27.0,100,TH
373D201,"Pak-tew-mon, raw",Per 100 g,77.0,2.7,2.2,11.4,0.0,0.0,100,TH
374D328,"Pak-bock-choi, raw",Per 100 g,14.0,2.1,0.1,0.4,1.6,13.0,100,TH
375D94,"Chinese convolvulus, raw",Per 100 g,18.0,1.9,0.1,0.5,2.9,103.0,100,TH
376D93,"Swamp morning glory (water convolvulus), white stem, raw",Per 100 g,18.0,1.7,0.3,0.4,3.3,85.0,100,TH
377D95,"Swamp morning glory, red stems , raw",Per 100 g,19.0,1.7,0.1,0.6,3.8,23.0,100,TH
378D203,"Pak-pre-derm, raw",Per 100 g,112.0,2.4,1.0,23.3,0.0,129.0,100,TH
379D96,"Malabar Spinach (Ceylon Spinach), raw",Per 100 g,16.0,1.9,0.1,0.0,3.4,23.0,100,TH
37A89,"Rice, brown, cooked, canned",Per 100 g,202.0,1.0,1.8,44.4,2.2,26.0,100,TH
380D261,"Pu-ley Longlived Cabbag, raw",Per 100 g,21.0,2.2,0.2,0.3,4.1,0.0,100,TH
381D219,"Alligator weed, Sessile joyweed, raw",Per 100 g,52.0,2.0,0.3,10.2,0.0,0.0,100,TH
382D227,"Pak-pee, raw",Per 100 g,0.0,1.0,0.0,0.0,4.3,0.0,100,TH
383D226,"Pak-pae, raw",Per 100 g,0.0,0.6,0.0,0.0,0.0,0.0,100,TH
384D97,"Pak-pong-peng, raw",Per 100 g,43.0,2.3,0.2,7.8,0.0,78.0,100,TH
385D204,"Pak-phong (Pak-khe-hood), raw",Per 100 g,18.0,0.9,0.1,0.0,2.0,0.0,100,TH
386D205,"Thick-leaf croton, raw",Per 100 g,93.0,2.3,0.7,19.3,0.0,0.0,100,TH
387D98,"Yellow velvet, leaf, raw",Per 100 g,15.0,0.7,0.2,1.6,1.3,34.0,100,TH
388D275,"Pak-puum, raw",Per 100 g,43.0,4.7,0.6,2.1,5.1,10.0,100,TH
389D99,"Vietnamese coriander, raw",Per 100 g,40.0,3.4,0.4,0.9,9.0,23.0,100,TH
38A90,"Rice, polished, cooked, canned",Per 100 g,122.0,1.0,0.3,28.6,0.2,8.0,100,TH
390D102,"Pak-meg / Pak-sa-meg, raw",Per 100 g,47.0,2.6,0.2,3.5,9.8,32.0,100,TH
391D206,"Pak-lum-bo, raw",Per 100 g,33.0,0.9,0.0,7.0,0.0,78.0,100,TH
392D209,"Pak-vog-vam, raw",Per 100 g,72.0,3.3,2.0,10.0,0.0,170.0,100,TH
393D101,"Water fern, raw",Per 100 g,23.0,1.8,0.1,0.0,7.0,69.0,100,TH
394D329,Pak-som-poi,Per 100 g,57.0,5.3,0.7,3.9,6.9,0.0,100,TH
395D190,"Pak-sarb/ I-nun, raw",Per 100 g,0.0,6.1,0.6,0.0,1.3,0.0,100,TH
396D330,"Eugenia, tips",Per 100 g,57.0,2.4,0.9,5.4,9.0,0.0,100,TH
397D220,"Spider weed, raw",Per 100 g,34.0,2.7,0.3,4.8,0.0,0.0,100,TH
398D331,Thomass tree tender tips,Per 100 g,60.0,6.3,0.8,7.0,0.0,0.0,100,TH
399D332,"Pak-saeo, tips",Per 100 g,52.0,4.6,0.9,6.4,0.0,0.0,100,TH
39A57,"Corn, cream style, canned",Per 100 g,54.0,1.3,0.7,9.2,2.5,198.0,100,TH
3A116,"Rice, unpolished, Jao-hawm-nin, organic, raw",Per 100 g,368.0,9.6,3.2,73.4,3.8,0.0,100,TH
400D210,"Pak-nam (Thai), raw",Per 100 g,32.0,3.6,0.4,1.7,3.1,3.0,100,TH
401D333,Pak-mak-mok,Per 100 g,57.0,5.6,1.0,2.6,7.7,0.0,100,TH
402D211,"Pak-mah-noi, raw",Per 100 g,13.0,0.7,0.2,0.1,3.9,0.0,100,TH
403D212,"Pak waan (Thai), raw",Per 100 g,50.0,1.9,0.1,10.2,0.0,75.0,100,TH
404D213,"Pak-waan-baan, raw",Per 100 g,45.0,6.1,1.0,0.5,4.3,8.0,100,TH
405D334,"Pak-waan-pa, leaves only, raw",Per 100 g,49.0,2.6,0.6,8.1,0.0,0.0,100,TH
406D215,"Pak-hang-mah-mo, raw",Per 100 g,95.0,3.4,1.1,17.8,0.0,47.0,100,TH
407D222,"Pak-maed, raw",Per 100 g,0.0,2.6,0.0,0.0,0.0,0.0,100,TH
408D277,"Spanish joint fir (Pak-leang/Pak-miang), young leaves, without stem, raw",Per 100 g,46.0,4.2,0.5,3.4,5.1,6.0,100,TH
409D228,"Pak-hom-hep/Pak-San-ta-wa, raw",Per 100 g,14.0,0.7,0.1,2.6,0.0,0.0,100,TH
40A55,"Corn, sweet, whole kernel, canned in brine",Per 100 g,79.0,2.6,1.4,12.4,3.0,154.0,100,TH
410D216,"Pak-oop-aep (Som-oop-aep), leaves, raw",Per 100 g,40.0,1.9,0.6,3.7,5.5,0.0,100,TH
411D217,"Red sandalwood tree, raw",Per 100 g,64.0,5.8,0.7,5.3,6.5,0.0,100,TH
412D218,"Monochoria, Pickerel weed, raw",Per 100 g,15.0,1.3,0.2,0.3,3.1,0.0,100,TH
413D335,"Chilli, bird",Per 100 g,57.0,3.3,1.6,2.2,9.9,9.0,100,TH
414D337,"Pepper, green, hot, fresh",Per 100 g,55.0,2.0,0.9,9.6,0.0,0.0,100,TH
415D338,"Pepper, red, hot, fresh",Per 100 g,75.0,2.9,2.3,10.5,0.0,0.0,100,TH
416D336,"Pepper, hot, no colour specified",Per 100 g,36.0,1.9,0.9,2.4,5.5,7.0,100,TH
417D103,"Pepper, sweet, green, raw",Per 100 g,18.0,0.8,0.2,2.0,1.9,10.0,100,TH
418D278,"Pepper, sweet, red, raw",Per 100 g,0.0,0.0,0.0,0.0,1.1,8.0,100,TH
419D279,"Pepper, sweet, yellow, raw",Per 100 g,0.0,0.0,0.0,0.0,1.3,6.0,100,TH
41A20,"Rice, flakes",Per 100 g,351.0,7.3,2.0,76.0,0.0,0.0,100,TH
420D104,"Cayenne pepper (chili spur pepper, long fed pepper), grilled",Per 100 g,30.0,1.6,0.3,2.9,3.9,0.0,100,TH
421D339,"Pepper, green, hot, fresh",Per 100 g,21.0,1.2,0.2,1.6,3.6,0.0,100,TH
422D105,"Chilli pepper, raw",Per 100 g,24.0,1.3,0.1,2.6,3.2,9.0,100,TH
423D340,"Pepper, hot, yellow",Per 100 g,113.0,4.0,1.9,19.8,0.0,0.0,100,TH
424D341,"Fever vine, tender tips",Per 100 g,44.0,3.4,0.4,3.4,6.5,0.0,100,TH
425D106,"Gac fruit, raw",Per 100 g,29.0,0.9,0.0,6.0,0.0,0.0,100,TH
426D342,"Gac fruit, tips",Per 100 g,48.0,5.6,1.0,4.1,0.0,0.0,100,TH
427D107,"Gourd, wax / winter melon, raw",Per 100 g,17.0,0.4,0.0,2.6,1.7,7.0,100,TH
428D109,"Pumpkin, flowers, raw",Per 100 g,16.0,1.5,0.2,1.5,1.2,0.0,100,TH
429D108,"Pumpkin flesh (without skin), raw, different varieties",Per 100 g,53.0,1.1,0.3,10.3,2.1,12.0,100,TH
42A21,"Rice, glutinous, flakes",Per 100 g,364.0,6.8,1.9,79.9,0.0,0.0,100,TH
430D281,"Pumpkin flesh (without skin), boiled, different varieties",Per 100 g,59.0,0.9,0.3,12.2,1.7,8.0,100,TH
431D280,"Pumpkin flesh (with skin), raw, different varieties",Per 100 g,61.0,1.7,0.6,9.5,2.6,10.0,100,TH
432D282,"Pumpkin flesh (with skin), boiled, different varieties",Per 100 g,52.0,1.1,0.4,9.8,2.2,6.0,100,TH
433D343,"Pumpkin, Sri-Mueang variety, raw",Per 100 g,55.0,1.5,0.2,11.2,0.9,0.0,100,TH
434D110,"Pumpkin, young leaves, raw",Per 100 g,19.0,2.6,0.2,0.0,3.1,23.0,100,TH
435D111,"Hog plum, young leaves, raw",Per 100 g,62.0,3.0,1.0,3.9,12.6,0.0,100,TH
436D344,"Wild hog plum, tender tips",Per 100 g,57.0,2.5,0.4,7.2,7.2,0.0,100,TH
437D112,"Tamarind, young pods, raw",Per 100 g,56.0,2.0,0.1,0.0,23.0,0.0,100,TH
438D115,"Tamarind, young leaves, raw",Per 100 g,59.0,3.6,0.3,10.4,0.0,0.0,100,TH
439D118,"Tomato, ripe, raw",Per 100 g,22.0,1.0,0.3,3.3,1.1,11.0,100,TH
43A26,"Rice porridge, instant, with seasoning",Per 100 g,350.0,9.9,1.0,74.8,0.9,1.7,100,TH
440D119,"Tomato, cherry, raw",Per 100 g,22.0,0.9,0.3,2.9,1.7,10.0,100,TH
441D120,"Yellow berried nightshade, raw",Per 100 g,30.0,1.4,0.1,4.2,2.7,11.0,100,TH
442D122,"Turkey berry, raw",Per 100 g,46.0,2.7,0.7,0.2,13.6,4.0,100,TH
443D123,"Eggplant (brinjal eggplant, aubergine), raw",Per 100 g,37.0,1.3,0.2,7.4,0.0,0.0,100,TH
444D124,"Egg plant, green, raw",Per 100 g,22.0,0.9,0.0,3.0,2.6,6.0,100,TH
445D126,"Eggplant, raw",Per 100 g,30.0,1.5,0.5,2.6,4.6,11.0,100,TH
446D345,"Fig, young fruit",Per 100 g,0.0,1.3,0.0,0.0,0.0,0.0,100,TH
447D250,"Bael, young leaves/tip, raw",Per 100 g,74.0,5.5,1.7,4.1,10.1,0.0,100,TH
448D127,"Coconut heart, top stem, raw",Per 100 g,32.0,2.0,0.7,3.0,2.9,46.0,100,TH
449D283,"Cashew nut, tip, raw",Per 100 g,47.0,3.6,0.2,2.7,9.8,17.0,100,TH
44A27,"Noodles, wheat, fresh",Per 100 g,298.0,12.6,3.2,54.5,0.0,613.0,100,TH
450D251,"Star gooseberry, young leaves, raw",Per 100 g,93.0,3.6,0.2,18.9,0.0,0.0,100,TH
451D128,"Gourd, bitter, young leaves, raw",Per 100 g,30.0,4.4,0.4,0.1,4.0,9.0,100,TH
452D129,"Gourd / cucumber, bitter, Chinese variety, raw",Per 100 g,15.0,0.8,0.1,1.2,2.8,6.0,100,TH
453D130,"Gourd / cucumber, bitter, Thai variety, raw",Per 100 g,21.0,1.3,0.3,1.1,4.1,11.0,100,TH
454D284,"Chayote, young leaves, raw",Per 100 g,0.0,0.0,0.0,0.0,2.4,16.0,100,TH
455D132,"Drumstick, leaves, raw",Per 100 g,47.0,2.9,0.0,8.7,0.0,0.0,100,TH
456D133,"Drumstick, pods, raw",Per 100 g,35.0,2.2,0.2,5.3,1.4,0.0,100,TH
457D285,"Drumstick, young pods, boiled",Per 100 g,24.0,1.3,0.2,2.7,3.0,0.0,100,TH
458D134,"Papaya, raw",Per 100 g,20.0,0.6,0.1,2.7,2.6,6.0,100,TH
459D135,"Sparrows brinjal, raw",Per 100 g,79.0,2.6,1.0,15.0,0.0,0.0,100,TH
45A72,"Noodles, egg, round, deep fried",Per 100 g,537.0,8.9,32.9,51.2,0.0,835.0,100,TH
460D136,"Potato, sweet, young leaves, raw",Per 100 g,58.0,3.7,0.8,9.1,0.0,0.0,100,TH
461D286,"Mun-poo (Niang-nam), leaves, raw",Per 100 g,56.0,2.8,0.1,4.9,11.8,8.0,100,TH
462D137,"Cassava, young leaves, raw",Per 100 g,36.0,2.9,0.3,3.8,2.9,0.0,100,TH
463D252,"Indian mulbery, leaves, raw",Per 100 g,63.0,5.0,1.1,2.7,11.1,0.0,100,TH
464D287,"Indian mulbery, leaves, steamed",Per 100 g,46.0,3.6,1.0,2.2,6.9,0.0,100,TH
465D253,"Ya-nang, leaves, raw",Per 100 g,66.0,4.8,0.9,2.6,13.7,11.0,100,TH
466D346,"Bamboo mushroom, dried",Per 100 g,264.0,11.3,1.0,39.9,25.2,56.0,100,TH
467D288,"water lily, root, raw",Per 100 g,52.0,1.7,0.0,10.2,2.4,65.0,100,TH
468D276,"Broken bones tree (Lin-fah), pods, grilled",Per 100 g,47.0,0.6,0.4,7.2,6.1,14.0,100,TH
469D140,"Lim-mai, flowers, raw",Per 100 g,39.0,2.0,0.2,7.1,0.0,0.0,100,TH
46A73,"Noodles, egg, flat, deep fried",Per 100 g,584.0,8.3,40.7,46.0,0.0,559.0,100,TH
470D255,"Lim-mai, leaves, raw",Per 100 g,77.0,5.6,0.4,12.3,0.0,0.0,100,TH
471D289,"Tangerine, leaves",Per 100 g,63.0,3.3,0.0,12.2,0.6,16.0,100,TH
472D142,"Neem, flowers, raw",Per 100 g,97.0,6.2,4.2,2.8,11.3,0.0,100,TH
473D143,"Neem, leaves and tips, raw",Per 100 g,63.0,6.2,0.6,0.1,16.1,22.0,100,TH
474D144,"Stink bean, seed, raw",Per 100 g,116.0,8.0,4.0,10.7,2.7,83.0,100,TH
475D347,Santawa-bai- phai,Per 100 g,10.0,0.4,0.1,1.8,0.0,0.0,100,TH
476D146,"Water lily, raw",Per 100 g,8.0,0.3,0.1,0.7,1.7,0.0,100,TH
477D291,"Cajuput Tree, raw",Per 100 g,0.0,0.0,0.0,0.0,7.1,13.0,100,TH
478D148,"Sesbania, yellow flowers, raw",Per 100 g,40.0,3.1,0.4,3.2,5.1,0.0,100,TH
479D315,"Angel grass, root",Per 100 g,14.0,0.5,0.2,0.7,3.5,0.0,100,TH
47A58,"Noodles, wheat, oven dried",Per 100 g,359.0,12.4,1.4,72.2,3.8,647.0,100,TH
480D316,"Angel grass, truck, leaves",Per 100 g,12.0,0.8,0.2,0.6,2.5,0.0,100,TH
481D154,"Bamboo shoot cultivated, raw",Per 100 g,25.0,2.2,0.3,1.9,2.9,19.0,100,TH
482D156,"Bamboo shoot, wild, raw",Per 100 g,25.0,2.2,0.2,0.6,5.7,27.0,100,TH
483D157,"Bamboo shoot, boiled",Per 100 g,27.0,2.5,0.4,3.3,0.0,0.0,100,TH
484D158,"Bamboo shoot,roasted",Per 100 g,36.0,3.5,0.3,4.8,0.0,0.0,100,TH
485D153,"Asparagus, raw",Per 100 g,19.0,2.4,0.0,0.8,2.6,5.0,100,TH
486D159,"Bamboo shoot, hairy sweet, raw",Per 100 g,16.0,1.7,0.2,1.8,0.0,0.0,100,TH
487D160,"Banana, stem, raw",Per 100 g,11.0,0.5,0.1,1.8,0.0,0.0,100,TH
488D161,"Banana, young stem, raw",Per 100 g,15.0,0.8,0.2,2.6,0.0,0.0,100,TH
489D348,Onion,Per 100 g,30.0,1.1,0.0,5.3,1.4,4.0,100,TH
48A67,"Noodles, wheat, instant, with seasoning, cooked",Per 100 g,50.0,1.6,1.8,6.6,0.0,0.0,100,TH
490D162,"Banana flowers / blossoms, raw",Per 100 g,24.0,1.5,0.3,1.5,4.3,3.0,100,TH
491D257,"Radish, raw",Per 100 g,15.0,0.6,0.2,1.8,1.7,49.0,100,TH
492D165,"Mushroom, button/champignon, raw",Per 100 g,33.0,4.7,0.2,3.2,0.0,8.0,100,TH
493D243,"Mushroom, log white fungi, raw",Per 100 g,39.0,3.8,0.4,3.1,3.8,0.0,100,TH
494D294,"Mushroom, golden neddle, raw",Per 100 g,26.0,2.1,0.1,3.0,2.2,0.0,100,TH
495D295,"Mushroom, golden neddle, boiled 15 second",Per 100 g,23.0,1.8,0.2,1.1,3.9,0.0,100,TH
496D166,"Mushroom, termite, raw",Per 100 g,46.0,4.4,0.4,5.2,1.6,10.0,100,TH
497D296,"Yanagimatsutake, raw",Per 100 g,25.0,4.0,0.2,0.2,2.7,0.0,100,TH
498D297,"Yanagimatsutake, boiled 2 min",Per 100 g,29.0,4.4,0.4,0.0,3.3,0.0,100,TH
499D349,"Mushroom, Hed-kai-khao",Per 100 g,37.0,4.2,0.5,0.9,5.8,0.0,100,TH
49A29,"Noodles, wheat, instant, with seasoning, unknown flavour",Per 100 g,467.0,11.1,20.6,57.2,4.0,1.4,100,TH
4A1,"Rice, brown, Jasmine variety, raw",Per 100 g,363.0,7.3,2.9,74.9,3.5,29.0,100,TH
500D350,"Mushroom, Hed-saang",Per 100 g,197.0,2.4,0.2,46.4,0.0,0.0,100,TH
501D169,"Mushroom, Russula delica, raw",Per 100 g,41.0,3.5,0.4,5.6,0.0,2.0,100,TH
502D170,"Mushroom, bolete, raw",Per 100 g,31.0,2.8,0.0,4.9,0.0,4.0,100,TH
503D171,"Mushroom, white tricholoma, raw",Per 100 g,42.0,2.6,0.5,5.9,1.6,18.0,100,TH
504D172,"Mushroom, pink oyster, raw",Per 100 g,17.0,2.9,0.1,1.1,0.0,2.0,100,TH
505D173,"Mushroom, Sarjor-caju, raw",Per 100 g,23.0,1.5,0.0,2.8,2.6,11.0,100,TH
506D298,"Mushroom, Sarjor-caju, boiled 1 min",Per 100 g,22.0,2.2,0.4,0.0,4.6,0.0,100,TH
507D174,"Mushroom, oyster, raw",Per 100 g,36.0,2.1,0.2,6.3,0.0,38.0,100,TH
508D299,"Mushroom, The king oyster, raw",Per 100 g,31.0,2.5,0.2,2.9,3.3,16.0,100,TH
509D300,"Mushroom, The king oyster, boiled 1 min",Per 100 g,32.0,2.6,0.3,2.4,4.6,0.0,100,TH
50A127,"Noodles, wheat, instant, with seasoning, chicken flavour",Per 100 g,457.0,9.8,20.6,55.7,4.4,2.5,100,TH
510D301,"Mushroom, tree oyster, raw",Per 100 g,33.0,3.3,0.3,2.5,3.4,23.0,100,TH
511D351,"Mushroom, termite, Pluak-Jig",Per 100 g,31.0,3.2,0.4,3.3,0.8,0.0,100,TH
512D352,"Mushroom, termite, Pluak-Daab",Per 100 g,38.0,4.4,0.3,3.5,1.7,0.0,100,TH
513D175,"Mushroom, abalone, raw",Per 100 g,36.0,2.3,0.7,2.7,4.4,45.0,100,TH
514D302,"Mushroom, abalone, boiled 2 min",Per 100 g,28.0,2.5,0.3,0.9,5.5,0.0,100,TH
515D176,"Mushroom, barometer earthstars, raw",Per 100 g,57.0,2.5,1.0,0.0,18.5,0.0,100,TH
516D303,"Mushroom, barometer earthstars, boiled 4 min",Per 100 g,64.0,2.6,1.2,0.0,20.8,0.0,100,TH
